"election","election_date","locality","precinct","district","district_type","provisional_ballots","absentee_ballots","in_person_ballots","in_person_curbside_ballots","TotalVoteTurnout","ActiveRegisteredVoters","InactiveRegisteredVoters","TotalRegisteredVoters"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","##AB - Central Absentee Precinct","00","Local","0","342","0","0","342","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","##AB - Central Absentee Precinct","00","Local","0","536","0","0","536","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","##AB - Central Absentee Precinct","00","Local","0","1477","0","0","1477","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","##AB - Central Absentee Precinct","00","Local","0","2355","0","0","2355","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","##AB - Central Absentee Precinct","10","Congressional","0","2355","0","0","2355","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","##EV - Central Absentee Precinct","00","Local","0","1201","0","0","1201","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","##EV - Central Absentee Precinct","00","Local","0","1643","0","0","1643","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","##EV - Central Absentee Precinct","00","Local","0","4673","0","0","4673","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","##EV - Central Absentee Precinct","00","Local","0","7517","0","0","7517","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","##EV - Central Absentee Precinct","10","Congressional","0","7517","0","0","7517","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","##PE - Central Absentee Precinct","00","Local","0","22","0","0","22","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","##PE - Central Absentee Precinct","00","Local","0","35","0","0","35","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","##PE - Central Absentee Precinct","00","Local","0","82","0","0","82","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","##PE - Central Absentee Precinct","00","Local","0","139","0","0","139","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","##PE - Central Absentee Precinct","10","Congressional","0","139","0","0","139","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","101 - RUSSELLS","10","Congressional","0","0","1169","0","1169","2370","63","2433"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","102 - GORE","10","Congressional","2","0","1536","2","1538","3250","159","3409"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","103 - KERNSTOWN","10","Congressional","3","0","1336","1","1339","2859","88","2947"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","104 - CEDAR CREEK","10","Congressional","1","0","886","1","887","1897","83","1980"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","201 - GAINESBOROUGH","10","Congressional","1","0","829","2","830","1659","59","1718"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","202 - ALBIN","10","Congressional","0","0","1122","1","1122","2556","85","2641"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","203 - REDLAND","10","Congressional","1","0","1581","1","1582","3505","157","3662"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","204 - NAIN","10","Congressional","2","0","1005","0","1007","2804","100","2904"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","301 - CLEAR BROOK","10","Congressional","1","0","804","3","805","1771","76","1847"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","302 - NEFF'S TOWN","10","Congressional","6","0","1737","11","1743","4827","295","5122"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","303 - WHITE HALL","10","Congressional","2","0","1591","4","1593","3812","161","3973"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","401 - CARPERS VALLEY","10","Congressional","3","0","1081","2","1084","2737","114","2851"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","402 - SHENANDOAH","10","Congressional","1","0","805","0","806","1913","78","1991"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","403 - PARKIN'S MILL","10","Congressional","2","0","1271","0","1273","2856","152","3008"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","404 - ARMEL","10","Congressional","3","0","1162","0","1165","2531","93","2624"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","501 - STEPHENS CITY","10","Congressional","1","0","1398","11","1399","3133","119","3252"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","502 - NEWTOWN","10","Congressional","0","0","1681","3","1681","4044","226","4270"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","503 - CANTERBURG","10","Congressional","4","0","1664","11","1668","4427","169","4596"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","601 - MILLBROOK","10","Congressional","1","0","832","6","833","1980","115","2095"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","602 - ASH HOLLOW","10","Congressional","0","0","991","3","991","2879","216","3095"
"2021 November General ","2021-11-02 00:00:00","FREDERICK COUNTY","603 - GREENWOOD","10","Congressional","6","0","1902","1","1908","4465","211","4676"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","##AB - Central Absentee Precinct","00","Local","0","390","0","0","390","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","##AB - Central Absentee Precinct","00","Local","0","650","0","0","650","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","##AB - Central Absentee Precinct","00","Local","0","1044","0","0","1044","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","##AB - Central Absentee Precinct","01","Congressional","0","1044","0","0","1044","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","##EV - Central Absentee Precinct","00","Local","0","1018","0","0","1018","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","##EV - Central Absentee Precinct","00","Local","0","1539","0","0","1539","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","##EV - Central Absentee Precinct","00","Local","0","2557","0","72","2557","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","##EV - Central Absentee Precinct","01","Congressional","0","2557","0","0","2557","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","##PE - Central Absentee Precinct","00","Local","0","5","0","0","5","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","##PE - Central Absentee Precinct","00","Local","0","7","0","0","7","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","##PE - Central Absentee Precinct","00","Local","0","12","0","0","12","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","##PE - Central Absentee Precinct","01","Congressional","0","12","0","0","12","0","0","0"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","101 - PRECINCT 1 - DISTRICT ONE","01","Congressional","10","0","1597","20","1607","5043","376","5419"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","201 - PRECINCT 1 - DISTRICT TWO","01","Congressional","0","0","236","0","236","3637","220","3857"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","201 - PRECINCT 1 - DISTRICT TWO","01","Congressional","0","0","1112","7","1112","3637","220","3857"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","301 - PRECINCT 1 - DISTRICT THREE","01","Congressional","14","0","1184","11","1198","3905","332","4237"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","401 - PRECINCT 1 - DISTRICT FOUR","01","Congressional","5","0","3","0","8","2375","164","2539"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","401 - PRECINCT 1 - DISTRICT FOUR","01","Congressional","5","0","714","30","719","2375","164","2539"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","402 - PRECINCT 2 - DISTRICT FOUR","01","Congressional","9","0","161","0","170","2189","213","2402"
"2021 November General ","2021-11-02 00:00:00","FREDERICKSBURG CITY","402 - PRECINCT 2 - DISTRICT FOUR","01","Congressional","9","0","423","2","432","2189","213","2402"
"2021 November General ","2021-11-02 00:00:00","GALAX CITY","##AB - Central Absentee Precinct","00","Local","0","126","0","0","126","0","0","0"
"2021 November General ","2021-11-02 00:00:00","GALAX CITY","##AB - Central Absentee Precinct","09","Congressional","0","126","0","0","126","0","0","0"
"2021 November General ","2021-11-02 00:00:00","GALAX CITY","##EV - Central Absentee Precinct","00","Local","0","551","0","36","551","0","0","0"
"2021 November General ","2021-11-02 00:00:00","GALAX CITY","##EV - Central Absentee Precinct","09","Congressional","0","551","0","36","551","0","0","0"
"2021 November General ","2021-11-02 00:00:00","GALAX CITY","##PE - Central Absentee Precinct","00","Local","0","3","0","0","3","0","0","0"
"2021 November General ","2021-11-02 00:00:00","GALAX CITY","##PE - Central Absentee Precinct","09","Congressional","0","3","0","0","3","0","0","0"
"2021 November General ","2021-11-02 00:00:00","GALAX CITY","001 - EAST","09","Congressional","1","0","565","10","566","1774","75","1849"
